user_id,nama_user,kodepos,email,buyer,seller,lokasi
4852,Warta Marpaung,50369,"mhariyah@pt.ac.id,",True,False,"Jawa Tengah, Yogyakarta"
4853,"R.A. Hana Najmudin, M.Kom.",78375,kalim91@hotmail.com,True,False,Kalimantan
4854,Laila Wulandari,3459,"kaniawacana@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4855,Dr. Karen Kuswandari,71553,"karnakuswoyo@ud.mil.id,",True,False,Kalimantan
4856,"Puti Ellis Wasita, S.I.Kom",1297,sitompulusman@ud.net.id,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4857,"Wirda Nasyiah, S.Psi",40150,mulyononasyidah@pt.net.id,True,False,"Banten, Jawa Barat"
4858,dr. Ajeng Firgantoro,16050,"bella09@cv.gov,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4859,"R.A. Salwa Sitompul, S.I.Kom",45879,hardihutapea@yahoo.com,True,False,"Banten, Jawa Barat"
4860,Eva Prastuti,55442,"budinababan@pd.mil.id,",True,False,"Jawa Tengah, Yogyakarta"
4861,"Mutia Novitasari, S.H.",54877,wibisonoeman@pt.org,True,False,"Jawa Tengah, Yogyakarta"
4862,Hj. Vanesa Mardhiyah,40641,"niyagahalim@gmail.com,",True,False,"Banten, Jawa Barat"
4863,Darsirah Uwais,53508,"oman11@ud.id,",True,False,"Jawa Tengah, Yogyakarta"
4864,Wulan Prabowo,28075,"asirwanda28@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4865,Dalima Maulana,73242,"damanikatmaja@yahoo.com,",True,False,Kalimantan
4866,"Marwata Dongoran, M.Kom.",49124,budimaryati@ud.id,True,False,"Banten, Jawa Barat"
4867,Hardana Maryati,18644,"jais46@gmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4868,"R.A. Kamila Setiawan, S.Kom",55552,tirtayasakusumo@perum.ponpes.id,True,False,"Jawa Tengah, Yogyakarta"
4869,Belinda Zulaika,45785,"raisalazuardi@perum.org,",True,False,"Banten, Jawa Barat"
4870,Marwata Wulandari,39274,"kamilaadriansyah@perum.mil,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4871,drg. Kunthara Putra,20891,"hhabibi@perum.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4872,Harimurti Nainggolan,56488,"osudiati@hotmail.com,",True,False,"Jawa Tengah, Yogyakarta"
4873,Vivi Mustofa,28480,"cager11@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4874,"Patricia Widodo, S.Farm",67172,warsita74@pd.gov,True,False,Jawa Timur
4875,"H. Bajragin Thamrin, S.IP",43466,nhastuti@ud.go.id,True,False,"Banten, Jawa Barat"
4876,Hafshah Yolanda,78752,"permataeli@gmail.com,",True,False,Kalimantan
4877,Mustofa Pradana,95514,"zhutasoit@ud.mil,",True,False,"Sulawesi, Maluku, Papua"
4878,"Kartika Melani, S.Pt",8454,wandriani@pd.net.id,True,False,"Bali, Nusa Tenggara"
4879,Kajen Melani,91238,"wardi89@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
4880,Yuliana Prakasa,90503,"kairavsusanti@yahoo.com,",True,False,"Sulawesi, Maluku, Papua"
4881,Slamet Haryanti,80682,"ssitumorang@perum.desa.id,",True,False,"Bali, Nusa Tenggara"
4882,Ani Namaga,91235,"novitasariajiono@perum.co.id,",True,False,"Sulawesi, Maluku, Papua"
4883,Akarsana Sudiati,2717,"juli09@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4884,Irfan Kurniawan,93419,"dalimanoktaviani@hotmail.com,",True,False,"Sulawesi, Maluku, Papua"
4885,"Puti Zulfa Usamah, S.H.",67144,putri11@hotmail.com,True,False,Jawa Timur
4886,Carla Kuswandari,69678,"waluyocaket@ud.biz.id,",True,False,Jawa Timur
4887,Hj. Zahra Hidayanto,11283,"rajasaedi@perum.co.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4888,"Salwa Andriani, S.Pd",54634,puspasarikamaria@pt.net.id,True,False,"Jawa Tengah, Yogyakarta"
4889,KH. Ibrani Permadi,66543,"mahdikuswoyo@cv.net.id,",True,False,Jawa Timur
4890,Bakianto Kuswandari,55325,"paulindongoran@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
4891,"drg. Rusman Pradipta, M.Farm",4348,bahuraksa42@pt.co.id,True,False,"Banten, Jawa Barat"
4892,Galak Safitri,66729,"nababangada@gmail.com,",True,False,Jawa Timur
4893,Kadir Pranowo,54382,"cutami@pt.co.id,",True,False,"Jawa Tengah, Yogyakarta"
4894,Zahra Hakim,71792,"ifa52@perum.com,",True,False,Kalimantan
4895,Padma Hariyah,54434,"nmardhiyah@perum.my.id,",True,False,"Jawa Tengah, Yogyakarta"
4896,Olivia Megantara,10057,"gilang65@ud.ac.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4897,Legawa Kuswoyo,56373,"baktiadisimanjuntak@ud.net,",True,False,"Jawa Tengah, Yogyakarta"
4898,Jaga Zulkarnain,38392,"andrianiyoga@pd.ac.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4899,Dr. Jagapati Usada,91433,"twidiastuti@pd.id,",True,False,"Sulawesi, Maluku, Papua"
4900,Ulva Sitompul,18605,"imam54@gmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4901,R. Kezia Hutasoit,77527,"situmorangpaulin@yahoo.com,",True,False,Kalimantan
4902,Caturangga Januar,26754,"fyuliarti@ud.web.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4903,Wirda Nashiruddin,48364,"raihan57@yahoo.com,",True,False,"Banten, Jawa Barat"
4904,Raharja Prabowo,5034,"kurniawankamila@hotmail.com,",True,False,"Jawa Tengah, Yogyakarta"
4905,"dr. Anastasia Maryati, S.I.Kom",67792,najamwinarno@hotmail.com,True,False,Jawa Timur
4906,"Ira Prasasta, S.Farm",10910,paiman71@pd.desa.id,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4907,"R. Kawaya Nababan, S.I.Kom",26117,kartikahalimah@gmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4908,"Gina Pratama, S.E.",71981,atmajaharyanti@cv.gov,True,False,Kalimantan
4909,Muhammad Gunawan,89283,"ilsawibisono@hotmail.com,",True,False,"Bali, Nusa Tenggara"
4910,Galuh Anggriawan,64642,"elonjailani@cv.edu,",True,False,Jawa Timur
4911,Umay Tarihoran,51947,"nashiruddinkasiran@perum.net.id,",True,False,"Jawa Tengah, Yogyakarta"
4912,Maida Tampubolon,33229,"elvinaramadan@yahoo.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4913,Puti Padmi Maheswara,60261,"csimanjuntak@cv.edu,",True,False,Jawa Timur
4914,Kemal Kusmawati,25728,"elvinpradipta@cv.go.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4915,Siti Maryati,78869,"violet01@hotmail.com,",True,False,Kalimantan
4916,Maria Padmasari,35177,"eko85@cv.biz.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4917,Maida Marpaung,90355,"ksiregar@perum.net.id,",True,False,"Sulawesi, Maluku, Papua"
4918,KH. Darmana Yolanda,77949,"emelani@gmail.com,",True,False,Kalimantan
4919,"KH. Yoga Sihombing, S.Pd",88791,rzulkarnain@hotmail.com,True,False,"Bali, Nusa Tenggara"
4920,Damar Hidayat,38962,"epermata@pd.co.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4921,Parman Yulianti,79671,"halimahraina@gmail.com,",True,False,Kalimantan
4922,Luis Suryatmi,58756,"asmanwahyuni@pt.gov,",True,False,"Jawa Tengah, Yogyakarta"
4923,"Karya Sudiati, M.Pd",792,jindra36@hotmail.com,True,False,Kalimantan
4924,"Dt. Ghani Halimah, M.Pd",26286,kalalatupono@ud.desa.id,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4925,Ir. Tari Budiman,7938,"asirwanda85@pd.co.id,",True,False,Kalimantan
4926,"Drs. Ade Hakim, M.Kom.",94753,cakrabirawa78@perum.com,True,False,"Sulawesi, Maluku, Papua"
4927,Puput Andriani,39969,"zhakim@pd.go.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4928,Xanana Marpaung,56981,"azaleakusumo@pd.desa.id,",True,False,"Jawa Tengah, Yogyakarta"
4929,"Ajiono Natsir, S.T.",84748,utamawarsa@perum.com,True,False,"Bali, Nusa Tenggara"
4930,Wisnu Hassanah,54182,"icha90@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
4931,"R.M. Mulyono Suryono, M.Pd",44593,xwahyuni@perum.net.id,True,False,"Banten, Jawa Barat"
4932,Daru Megantara,26025,"karsayuliarti@pd.ac.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4933,Candra Agustina,74987,"wijayantimurti@perum.co.id,",True,False,Kalimantan
4934,Kemal Wijaya,4093,"cakrawalapratiwi@pt.id,",True,False,"Banten, Jawa Barat"
4935,Puti Natalia Nasyidah,77315,"hasim89@hotmail.com,",True,False,Kalimantan
4936,Yoga Waluyo,45466,"saefullahabyasa@gmail.com,",True,False,"Banten, Jawa Barat"
4937,"Aisyah Habibi, S.Gz",44177,psuryono@cv.go.id,True,False,"Banten, Jawa Barat"
4938,Aslijan Suartini,51739,"elon22@pt.my.id,",True,False,"Jawa Tengah, Yogyakarta"
4939,Mutia Nababan,72767,"estiono64@pd.org,",True,False,Kalimantan
4940,"Ir. Gamani Yolanda, S.Farm",54867,garang74@yahoo.com,True,False,"Jawa Tengah, Yogyakarta"
4941,Rosman Suryono,70819,"ywastuti@pt.biz.id,",True,False,Kalimantan
4942,"Silvia Waskita, S.H.",57571,baktionoadriansyah@pd.com,True,False,"Jawa Tengah, Yogyakarta"
4943,Fitriani Sitompul,12029,"caket19@pd.biz.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4944,Bakiono Sihombing,60224,"raden58@gmail.com,",True,False,Jawa Timur
4945,Iriana Damanik,77611,"dipasuryatmi@ud.edu,",True,False,Kalimantan
4946,Raihan Sinaga,98199,"margana54@yahoo.com,",True,False,"Sulawesi, Maluku, Papua"
4947,Jane Januar,9262,"karmansitompul@perum.my.id,",True,False,"Sulawesi, Maluku, Papua"
4948,Umar Rahayu,53585,"ardiantojaswadi@cv.co.id,",True,False,"Jawa Tengah, Yogyakarta"
4949,R.A. Vanya Kusumo,24581,"wardaya57@pt.gov,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4950,"Jasmin Suryono, S.IP",22992,qwahyudin@pt.sch.id,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4951,Pia Rahmawati,3337,"uyainahlukman@pd.web.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4952,Oliva Siregar,86069,"nrimayolanda@pt.biz.id,",True,False,"Bali, Nusa Tenggara"
4953,Bakidin Wijayanti,79971,"edward43@perum.my.id,",True,False,Kalimantan
4954,"Drs. Koko Hakim, S.E.",52389,darmantodamanik@hotmail.com,True,False,"Jawa Tengah, Yogyakarta"
4955,Bala Zulkarnain,61567,"dkuswoyo@gmail.com,",True,False,Jawa Timur
4956,dr. Prabawa Budiyanto,76923,"paris80@gmail.com,",True,False,Kalimantan
4957,"Dr. Zelda Sirait, M.TI.",52140,jsaragih@perum.co.id,True,False,"Jawa Tengah, Yogyakarta"
4958,Rendy Wibisono,73360,"nugrahasihombing@pd.gov,",True,False,Kalimantan
4959,"Dr. Raharja Rajata, S.Farm",88524,qsihombing@gmail.com,True,False,"Bali, Nusa Tenggara"
4960,Anita Jailani,98673,"vkuswandari@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
4961,Praba Permata,26430,"nugrohodewi@pt.desa.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4962,Tgk. Jelita Permata,54935,"candrahastuti@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
4963,Icha Rajasa,16591,"nurdiyantirudi@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4964,Luwar Prakasa,68438,"luthfihardiansyah@cv.ac.id,",True,False,Jawa Timur
4965,Ophelia Rajata,31334,"lantarhutasoit@perum.edu,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4966,Puti Raina Suwarno,21064,"okto40@hotmail.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4967,Prasetyo Yuliarti,61700,"hairyanto55@gmail.com,",True,False,Jawa Timur
4968,Marwata Mulyani,16849,"xpangestu@perum.or.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4969,"Tgk. Sari Thamrin, S.Kom",21195,nainggolanunjani@gmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4970,"Pranawa Napitupulu, M.M.",9244,harsana12@hotmail.com,True,False,"Sulawesi, Maluku, Papua"
4971,Ami Hidayanto,3384,"handayaniwardaya@cv.co.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4972,"Dr. Ida Nasyidah, S.Psi",22391,perkasa34@ud.gov,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4973,Drs. Amelia Mansur,18697,"daniswara45@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4974,Kawaca Salahudin,73670,"darmana74@yahoo.com,",True,False,Kalimantan
4975,Kawaya Mustofa,17080,"garan50@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4976,"Tgk. Zelda Maulana, S.Sos",82384,harjopratiwi@yahoo.com,True,False,"Bali, Nusa Tenggara"
4977,Tirta Astuti,22478,"opan22@cv.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4978,R.M. Mustofa Pratama,1219,"harsana03@ud.org,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4979,Luhung Dongoran,89118,"usalahudin@hotmail.com,",True,False,"Bali, Nusa Tenggara"
4980,"Titin Aryani, S.Ked",31211,kasiran79@ud.co.id,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4981,Murti Maryadi,96808,"qhasanah@pd.ac.id,",True,False,"Sulawesi, Maluku, Papua"
4982,"Tgk. Yosef Hariyah, S.Ked",16028,yanihutagalung@gmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4983,Pia Hastuti,41127,"uwidiastuti@gmail.com,",True,False,"Banten, Jawa Barat"
4984,Maimunah Safitri,28921,"viktorjailani@pt.edu,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
4985,Teddy Safitri,68103,"qyuniar@pd.gov,",True,False,Jawa Timur
4986,R.M. Kairav Hastuti,4413,"jamal93@ud.biz.id,",True,False,"Banten, Jawa Barat"
4987,Dr. Balamantri Winarno,55637,"karnaagustina@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
4988,"Gaman Prasasta, S.H.",99511,utama28@pt.my.id,True,False,"Sulawesi, Maluku, Papua"
4989,"Shakila Novitasari, S.Ked",14901,gwahyudin@gmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4990,Bajragin Maulana,87835,"samosirprayogo@ud.biz.id,",True,False,"Bali, Nusa Tenggara"
4991,Murti Santoso,36828,"voktaviani@cv.edu,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4992,"Dr. Mutia Saputra, S.Farm",4663,balidinkuswoyo@yahoo.com,True,False,"Banten, Jawa Barat"
4993,Nilam Nurdiyanti,17569,"hartanahalimah@pd.web.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
4994,Shania Sudiati,36737,"ida12@pt.mil,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4995,"R.M. Banawi Wibisono, S.E.I",91752,dwi44@pd.mil.id,True,False,"Sulawesi, Maluku, Papua"
4996,"Hj. Eva Purwanti, S.T.",83016,kasiyahmelani@perum.int,True,False,"Bali, Nusa Tenggara"
4997,Tgk. Shania Prabowo,80801,"sudiatigangsa@cv.org,",True,False,"Bali, Nusa Tenggara"
4998,Nasab Waskita,36559,"primabudiyanto@perum.go.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
4999,"Jail Widiastuti, M.Ak",67984,karjapratiwi@gmail.com,True,False,Jawa Timur
5000,"Asmuni Andriani, M.Kom.",78991,qsihotang@yahoo.com,True,False,Kalimantan
5001,Virman Tampubolon,19509,"manullangeko@pt.co.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5002,"Ir. Restu Hartati, M.Pd",8239,permadiirsad@hotmail.com,True,False,"Bali, Nusa Tenggara"
5003,"T. Garda Rahimah, S.Pd",63,farhunnisa03@perum.net.id,True,False,Jawa Timur
5004,Nova Prastuti,30694,"nrima18@perum.my.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5005,Kamila Fujiati,60299,"tagustina@cv.go.id,",True,False,Jawa Timur
5006,T. Uda Rahmawati,3413,"intanwinarsih@cv.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5007,Endra Tampubolon,77650,"tnurdiyanti@yahoo.com,",True,False,Kalimantan
5008,Zaenab Wahyudin,83047,"kurniawansiska@cv.gov,",True,False,"Bali, Nusa Tenggara"
5009,Puspa Purnawati,97094,"saputraliman@pd.gov,",True,False,"Sulawesi, Maluku, Papua"
5010,Lala Gunawan,98087,"atma73@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
5011,Dwi Saputra,93714,"lprasetyo@yahoo.com,",True,False,"Sulawesi, Maluku, Papua"
5012,Ir. Slamet Suryono,47956,"hendrahalimah@pd.co.id,",True,False,"Banten, Jawa Barat"
5013,"Amelia Budiyanto, S.Farm",35394,vlestari@cv.biz.id,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5014,Bajragin Saptono,50781,"emilhidayat@pt.ponpes.id,",True,False,"Jawa Tengah, Yogyakarta"
5015,Nyoman Natsir,9063,"perkasarajata@yahoo.com,",True,False,"Sulawesi, Maluku, Papua"
5016,"Drs. Baktiono Wibisono, S.T.",58743,gardamarbun@pd.id,True,False,"Jawa Tengah, Yogyakarta"
5017,Humaira Wijaya,98446,"novitasarisalimah@pd.mil,",True,False,"Sulawesi, Maluku, Papua"
5018,Makara Nainggolan,48504,"hamzah78@hotmail.com,",True,False,"Banten, Jawa Barat"
5019,"dr. Dodo Siregar, S.Sos",34253,fujiatidirja@pt.org,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5020,Ega Saragih,93363,"lazuarditasnim@ud.mil,",True,False,"Sulawesi, Maluku, Papua"
5021,Ajeng Uyainah,5258,"vega33@cv.desa.id,",True,False,"Jawa Tengah, Yogyakarta"
5022,Olga Hardiansyah,7986,"wsudiati@gmail.com,",True,False,Kalimantan
5023,"T. Mursinin Melani, M.Pd",10864,pranowobakiman@hotmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5024,Tomi Anggriawan,73733,"widodoemong@gmail.com,",True,False,Kalimantan
5025,Keisha Gunawan,87462,"pranowocindy@pd.int,",True,False,"Bali, Nusa Tenggara"
5026,"Tgk. Nadine Samosir, S.T.",5270,diah69@yahoo.com,True,False,"Jawa Tengah, Yogyakarta"
5027,Talia Sudiati,11052,"rafimanullang@perum.org,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5028,Cengkir Siregar,4821,"cindysihotang@cv.net,",True,False,"Banten, Jawa Barat"
5029,Imam Tamba,1367,"nrimarahimah@ud.ponpes.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5030,Elma Marbun,43064,"hamimanovitasari@ud.org,",True,False,"Banten, Jawa Barat"
5031,"Hj. Aurora Siregar, M.Ak",16927,setyaprastuti@pd.edu,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5032,"Chandra Yulianti, M.Farm",14170,fsihombing@yahoo.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5033,Uchita Prasetyo,57925,"rnajmudin@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
5034,R.M. Umay Nababan,11424,"mulyonogunawan@cv.biz.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5035,Umi Maulana,64152,"salahudinbagiya@pt.desa.id,",True,False,Jawa Timur
5036,Elvina Pradipta,41368,"asmansirait@pd.gov,",True,False,"Banten, Jawa Barat"
5037,Raditya Pudjiastuti,9616,"emas65@cv.ponpes.id,",True,False,"Sulawesi, Maluku, Papua"
5038,Ade Nasyidah,41890,"narji63@pt.net,",True,False,"Banten, Jawa Barat"
5039,"H. Hendra Rajasa, S.T.",91014,winarsihivan@hotmail.com,True,False,"Sulawesi, Maluku, Papua"
5040,Nugraha Hastuti,79899,"fsiregar@gmail.com,",True,False,Kalimantan
5041,Intan Maryadi,64187,"febi21@yahoo.com,",True,False,Jawa Timur
5042,"Satya Rahayu, S.H.",87235,napitupulumila@pd.go.id,True,False,"Bali, Nusa Tenggara"
5043,Cut Laras Iswahyudi,43313,"pnamaga@hotmail.com,",True,False,"Banten, Jawa Barat"
5044,Setya Rahayu,43707,"brahimah@hotmail.com,",True,False,"Banten, Jawa Barat"
5045,"Drs. Amelia Widiastuti, S.Farm",95025,victoria89@yahoo.com,True,False,"Sulawesi, Maluku, Papua"
5046,"Rangga Situmorang, S.Gz",94938,cornelia30@cv.biz.id,True,False,"Sulawesi, Maluku, Papua"
5047,Azalea Pangestu,9383,"ysafitri@ud.com,",True,False,"Sulawesi, Maluku, Papua"
5048,Sakura Hutapea,17058,"ksetiawan@pd.ponpes.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5049,Novi Dongoran,76838,"fprakasa@hotmail.com,",True,False,Kalimantan
5050,Zulaikha Pradana,86055,"rbudiman@gmail.com,",True,False,"Bali, Nusa Tenggara"
5051,Unjani Wibisono,13339,"wsimanjuntak@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5052,"Ina Simbolon, S.Kom",11705,umaynajmudin@hotmail.com,True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5053,Wirda Pradana,24446,"mustikapradipta@perum.org,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
5054,"Yono Budiman, S.I.Kom",6326,narpatidadi@gmail.com,True,False,Jawa Timur
5055,"dr. Paulin Simanjuntak, S.Ked",78111,cawisadimarbun@gmail.com,True,False,Kalimantan
5056,R. Lembah Riyanti,88529,"gmayasari@pt.net,",True,False,"Bali, Nusa Tenggara"
5057,"Gaduh Nasyiah, S.E.",23312,dadap13@yahoo.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
5058,Gandi Waskita,25345,"sudiatimarsudi@yahoo.com,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
5059,Drs. Rika Hassanah,5097,"danuputra@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
5060,Muni Permata,70447,"ibrani89@yahoo.com,",True,False,Kalimantan
5061,Bella Iswahyudi,61814,"xsetiawan@hotmail.com,",True,False,Jawa Timur
5062,Tirtayasa Mayasari,98609,"thariyah@perum.mil,",True,False,"Sulawesi, Maluku, Papua"
5063,drg. Violet Usada,80960,"muniprasetya@pd.ac.id,",True,False,"Bali, Nusa Tenggara"
5064,Jasmin Hutasoit,34227,"vnainggolan@cv.biz.id,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5065,Luis Winarno,17245,"haryantooni@pd.mil.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5066,"Teguh Winarno, S.Farm",35388,fmarpaung@gmail.com,True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5067,"Ir. Galih Iswahyudi, M.Farm",62582,cawisadi35@gmail.com,True,False,Jawa Timur
5068,"Artawan Hasanah, S.Sos",28062,silvia96@gmail.com,True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
5069,"KH. Purwa Hutagalung, S.Kom",62425,firmansyahgaman@pd.ac.id,True,False,Jawa Timur
5070,Aditya Dongoran,95802,"gading70@yahoo.com,",True,False,"Sulawesi, Maluku, Papua"
5071,"Ir. Purwanto Halim, S.Gz",52696,kamidinlailasari@gmail.com,True,False,"Jawa Tengah, Yogyakarta"
5072,"R. Legawa Saefullah, M.M.",9863,teddy29@pt.ponpes.id,True,False,"Sulawesi, Maluku, Papua"
5073,Diana Rajata,92416,"gina69@gmail.com,",True,False,"Sulawesi, Maluku, Papua"
5074,Uli Najmudin,52503,"rahayudariati@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
5075,"Salman Novitasari, S.Farm",62190,ksaefullah@pt.biz.id,True,False,Jawa Timur
5076,Lala Prasetyo,53625,"ismail70@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
5077,Enteng Nainggolan,13231,"lilisaragih@gmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5078,Icha Pudjiastuti,29772,"karsana46@cv.ac.id,",True,False,"Aceh, Sumatra Utara, Sumatra Barat, Riau, Kepulauan Riau"
5079,Ir. Wawan Budiman,16446,"nadia50@hotmail.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5080,Asman Pertiwi,51452,"dabukkeprabowo@gmail.com,",True,False,"Jawa Tengah, Yogyakarta"
5081,Taswir Hariyah,87201,"ulirajata@gmail.com,",True,False,"Bali, Nusa Tenggara"
5082,Mahesa Rahayu,38750,"vera52@perum.com,",True,False,"Bengkulu, Jambi, Bangka Belitung, Sumatra Selatan, Lampung"
5083,Taufan Hassanah,6586,"waluyomaheswara@yahoo.com,",True,False,Jawa Timur
5084,"Ir. Ratna Prabowo, M.Kom.",7788,dian51@yahoo.com,True,False,Kalimantan
5085,"R.M. Saka Pranowo, S.E.",72572,tpertiwi@hotmail.com,True,False,Kalimantan
5086,Cut Anita Pratama,41418,"kambalinarpati@gmail.com,",True,False,"Banten, Jawa Barat"
5087,"Vero Suryono, S.H.",47890,maryatigaluh@yahoo.com,True,False,"Banten, Jawa Barat"
5088,Karman Wijayanti,55221,"sihombingvanya@ud.sch.id,",True,False,"Jawa Tengah, Yogyakarta"
5089,Paulin Pradana,83828,"nurdiyantimitra@yahoo.com,",True,False,"Bali, Nusa Tenggara"
5090,dr. Muni Sudiati,52635,"baktianto73@yahoo.com,",True,False,"Jawa Tengah, Yogyakarta"
5091,Laras Tamba,78393,"yusufuyainah@pd.net,",True,False,Kalimantan
5092,Hartaka Wasita,90323,"cakrabuanapranowo@perum.edu,",True,False,"Sulawesi, Maluku, Papua"
5093,Jail Rahimah,89408,"malik31@hotmail.com,",True,False,"Bali, Nusa Tenggara"
5094,Rahmat Laksita,17209,"putri43@yahoo.com,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
5095,Kamaria Najmudin,14280,"ganjaran73@cv.desa.id,",True,False,"Jakarta, sebagian Banten dan Jawa Barat"
